Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating,Reporting Date
8.65% Aadhar Housing Finance Limited (20/08/2027) ,INE883F07330,,5200.0,5281.2708,0.0256,Axis Mutual Fund,AXISIFD,ICRA AA,2020-12-12
8.5% Nirma Limited (07/04/2027) ,INE091A07208,,5000.0,5044.635,0.0245,Axis Mutual Fund,AXISIFD,CRISIL AA,2020-12-12
9.4% IKF Finance Limited (12/08/2027) ,INE859C07246,,4500.0,4476.6315,0.0217,Axis Mutual Fund,AXISIFD,CARE A+,2020-12-12
7.96% Lodha Developers Limited (07/07/2028) ,INE670K07299,,4200.0,4198.7358,0.0204,Axis Mutual Fund,AXISIFD,ICRA AA,2020-12-12
8.95% Aptus Finance India Private Limited (06/03/2029) ,INE04MH07059,,5000.0,4056.155,0.0197,Axis Mutual Fund,AXISIFD,CARE AA,2020-12-12
Bamboo Hotel And Global Centre (Delhi) Private limited (31/01/2028) ,INE755L07015,,4000.0,4052.332,0.0197,Axis Mutual Fund,AXISIFD,ICRA A+(CE),2020-12-12
9.5% Keystone Realtors Limited (29/09/2028) ,INE263M07109,,4000.0,3999.08,0.0194,Axis Mutual Fund,AXISIFD,ICRA A+,2020-12-12
9.5% Kogta Financial (India) Limited (30/10/2027) ,INE192U07376,,4000.0,3952.916,0.0192,Axis Mutual Fund,AXISIFD,CARE A+,2020-12-12
JTPM Metal Traders Limited (29/09/2028) (ZCB) ,INE02PE08036,,3500.0,3599.736,0.0175,Axis Mutual Fund,AXISIFD,CRISIL AA,2020-12-12
8.60% Aditya Birla Renewables Limited (24/09/2027) ,INE01QP08016,,3500.0,3542.168,0.0172,Axis Mutual Fund,AXISIFD,CRISIL AA,2020-12-12
9.4% IndoStar Capital Finance Limited (18/06/2027) ,INE896L07AL4,,3500.0,3509.044,0.017,Axis Mutual Fund,AXISIFD,CARE AA-,2020-12-12
9.9% Tyger Capital Private Limited (13/08/2027) ,INE01EQ07137,,3200.0,3200.5632,0.0155,Axis Mutual Fund,AXISIFD,CRISIL A+,2020-12-12
Jubilant Bevco Limited (31/05/2028) (ZCB) ,INE1D4P08019,,3000.0,3200.103,0.0155,Axis Mutual Fund,AXISIFD,CRISIL AA,2020-12-12
8.06% Summit Digitel Infrastructure Limited (29/01/2029) ,INE507T07120,,3000.0,3083.424,0.015,Axis Mutual Fund,AXISIFD,CRISIL AAA,2020-12-12
9.65% Vistaar Financial Services Private Limited (18/06/2026) ,INE016P07229,,4000.0,3004.508,0.0146,Axis Mutual Fund,AXISIFD,CARE A+,2020-12-12
6.76% Maharashtra State Development Loans (23/04/2037),IN2220250012,,3000000.0,2862.108,0.0139,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.80% Mahanagar Telephone Nigam Limited (07/11/2033) ,INE153A08170,,2850.0,2855.1044,0.0139,Axis Mutual Fund,AXISIFD,CARE AAA(CE),2020-12-12
6.9% Government of India (15/04/2065),IN0020250018,,2800000.0,2616.8492,0.0127,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
8.15% Godrej Industries Limited (22/11/2029) ,INE233A08147,,2500.0,2537.0675,0.0123,Axis Mutual Fund,AXISIFD,CRISIL AA+,2020-12-12
8.3% Tata Projects Limited (07/01/2028) ,INE725H08238,,2500.0,2534.4675,0.0123,Axis Mutual Fund,AXISIFD,CRISIL AA,2020-12-12
9.3% JM Financial Credit Solution Limited (15/02/2027) ,INE651J07986,,2500.0,2525.4275,0.0123,Axis Mutual Fund,AXISIFD,ICRA AA,2020-12-12
7.49% punjab State Development Loans (03/12/2035),IN2820250149,,2500000.0,2505.0175,0.0122,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
6.94% Power Grid Corporation of India Limited (15/04/2035) ,INE752E08783,,2500.0,2484.1725,0.0121,Axis Mutual Fund,AXISIFD,CRISIL AAA,2020-12-12
6.28% Government of India (14/07/2032),IN0020250059,,2500000.0,2464.9325,0.012,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.26% Government of India (06/02/2033),IN0020220151,,2079400.0,2152.2788,0.0104,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.73% Embassy Office Parks REIT (14/12/2029) ,INE041007159,,2000.0,2039.642,0.0099,Axis Mutual Fund,AXISIFD,CRISIL AAA,2020-12-12
5% GMR Airports Limited (13/02/2027) ,INE776C08083,,2000.0,2029.654,0.0099,Axis Mutual Fund,AXISIFD,CRISIL A+,2020-12-12
9.95% IndoStar Capital Finance Limited (27/05/2026) ,INE896L07AI0,,2000.0,2012.178,0.0098,Axis Mutual Fund,AXISIFD,CARE AA-,2020-12-12
7.55% L&T Metro Rail (Hyderabad) Limited (28/04/2035) ,INE128M08094,,2000.0,1998.978,0.0097,Axis Mutual Fund,AXISIFD,CRISIL AAA(CE),2020-12-12
7.18% Government of India (14/08/2033),IN0020230085,,1900000.0,1960.3155,0.0095,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.20% National Bank For Agriculture and Rural Development (21/10/2031) ,INE261F08691,,150.0,1520.085,0.0074,Axis Mutual Fund,AXISIFD,CRISIL AAA,2020-12-12
8.65% TVS Holdings Limited (07/06/2029) ,INE105A08022,,1500.0,1513.0215,0.0073,Axis Mutual Fund,AXISIFD,CRISIL AA+,2020-12-12
8.6% Infopark Properties Limited (19/06/2039) ,INE0KZX07023,,1500.0,1507.2195,0.0073,Axis Mutual Fund,AXISIFD,CARE AA-,2020-12-12
6.68% Government of India (07/07/2040),IN0020250042,,1500000.0,1454.082,0.0071,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.86% Jharkhand State Development Loans (09/11/2034),IN3720220018,,1000000.0,1033.3,0.005,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.45% Altius Telecom Infrastructure Trust (20/04/2035) ,INE0BWS07045,,1000.0,1012.491,0.0049,Axis Mutual Fund,AXISIFD,CRISIL AAA,2020-12-12
9.31% Vedanta Limited (03/12/2027) ,INE205A08046,,1000.0,1003.677,0.0049,Axis Mutual Fund,AXISIFD,CRISIL AA,2020-12-12
8.75% Aptus Value Housing Finance India Limited (11/03/2030) ,INE852O07154,,800.0,801.4728,0.0039,Axis Mutual Fund,AXISIFD,CARE AA,2020-12-12
8.50% Aadhar Housing Finance Limited (26/05/2026) ,INE883F07306,,500.0,501.9475,0.0024,Axis Mutual Fund,AXISIFD,IND AA,2020-12-12
9.75% Veritas Finance Private Limited (28/11/2026) ,INE448U07240,,500.0,501.7145,0.0024,Axis Mutual Fund,AXISIFD,CARE AA-,2020-12-12
7.86% Nexus Select Trust - REIT (16/06/2026) ,INE0NDH07019,,500.0,500.0675,0.0024,Axis Mutual Fund,AXISIFD,CRISIL AAA,2020-12-12
7.24% Government of India (18/08/2055),IN0020250075,,500000.0,493.785,0.0024,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.57% Government of India (17/06/2033),IN0020190065,,300000.0,315.9297,0.0015,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.34% Government of India (22/04/2064),IN0020240035,,300000.0,295.8012,0.0014,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.26% Government of India (22/08/2032),IN0020220060,,200000.0,207.1046,0.001,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.46% Karnataka State Development Loans (20/03/2038),IN1920230365,,183700.0,184.9859,0.0009,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.88% Government of India (19/03/2030),IN0020150028,,150000.0,158.9729,0.0008,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
8.49% National Highways Authority Of India (05/02/2029) ,INE906B07GO3,,12.0,125.6644,0.0006,Axis Mutual Fund,AXISIFD,CRISIL AAA,2020-12-12
7.1% Government of India (18/04/2029),IN0020220011,,100000.0,103.4038,0.0005,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.23% Government of India (15/04/2039),IN0020240027,,98700.0,100.726,0.0005,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
5.85% REC Limited (20/12/2025) ,INE020B08DF6,,6.0,59.9981,0.0003,Axis Mutual Fund,AXISIFD,CRISIL AAA,2020-12-12
7.26% Government of India (14/01/2029),IN0020180454,,48900.0,50.7843,0.0002,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
5.79% Government of India (11/05/2030),IN0020200070,,49400.0,48.3509,0.0002,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
8.60% Government of India (02/06/2028),IN0020140011,,42000.0,44.6363,0.0002,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.35% Embassy Office Parks REIT (05/04/2027) ,INE041007092,,1.0,10.0298,0.0,Axis Mutual Fund,AXISIFD,CRISIL AAA,2020-12-12
8.15% Government of India (24/11/2026),IN0020140060,,9400.0,9.6184,0.0,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
7.59% Government of India (20/03/2029),IN0020150069,,4000.0,4.1984,0.0,Axis Mutual Fund,AXISIFD,Sovereign,2020-12-12
Sub Total,,,,187766.4059,0.9116,Axis Mutual Fund,AXISIFD,,2020-12-12
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISIFD,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISIFD,,2020-12-12
Siddhivinayak Securitisation Trust (28/09/2030) ,INE2I7F15012,,19.0,1922.5091,0.0093,Axis Mutual Fund,AXISIFD,CRISIL AAA(SO),2020-12-12
Shivshakti Securitisation Trust (28/09/2029) ,INE2I7G15010,,19.0,1921.7794,0.0093,Axis Mutual Fund,AXISIFD,CRISIL AAA(SO),2020-12-12
Radhakrishna Securitisation Trust (28/09/2028) ,INE2I7H15018,,12.0,1210.9099,0.0059,Axis Mutual Fund,AXISIFD,CRISIL AAA(SO),2020-12-12
Vajra Trust (20/04/2029) ,INE0S9015015,,30.0,64.4125,0.0003,Axis Mutual Fund,AXISIFD,ICRA AAA(SO),2020-12-12
Sub Total,,,,5119.6108,0.0249,Axis Mutual Fund,AXISIFD,,2020-12-12
Total,,,,192886.0167,0.9365,Axis Mutual Fund,AXISIFD,,2020-12-12
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,4918.583,566.3191,0.0027,Axis Mutual Fund,AXISIFD,,2020-12-12
Sub Total,,,,566.3191,0.0027,Axis Mutual Fund,AXISIFD,,2020-12-12
Total,,,,566.3191,0.0027,Axis Mutual Fund,AXISIFD,,2020-12-12
Clearing Corporation of India Ltd,,,,6699.1159,0.0325,Axis Mutual Fund,AXISIFD,,2020-12-12
Sub Total,,,,6699.1159,0.0325,Axis Mutual Fund,AXISIFD,,2020-12-12
Total,,,,6699.1159,0.0325,Axis Mutual Fund,AXISIFD,,2020-12-12
Net Receivables / (Payables),,,,4792.6557,0.0233,Axis Mutual Fund,AXISIFD,,2020-12-12
GRAND TOTAL,,,,205973.9,1.0,Axis Mutual Fund,AXISIFD,,2020-12-12
7.34% Government of India (22/04/2064),IN0020240035,,9725300.0,9589.1847,0.3321,Axis Mutual Fund,AXISLDF,Sovereign,2020-12-12
7.25% Government of India (12/06/2063),IN0020230044,,6500000.0,6340.789,0.2196,Axis Mutual Fund,AXISLDF,Sovereign,2020-12-12
7.36% Government of India (12/09/2052),IN0020220086,,4800000.0,4823.568,0.167,Axis Mutual Fund,AXISLDF,Sovereign,2020-12-12
7.09% Government of India (05/08/2054),IN0020240118,,3000000.0,2893.983,0.1002,Axis Mutual Fund,AXISLDF,Sovereign,2020-12-12
7.24% Government of India (18/08/2055),IN0020250075,,2500000.0,2468.925,0.0855,Axis Mutual Fund,AXISLDF,Sovereign,2020-12-12
7.3% Government of India (19/06/2053),IN0020230051,,285800.0,284.0832,0.0098,Axis Mutual Fund,AXISLDF,Sovereign,2020-12-12
Sub Total,,,,26400.5329,0.9142,Axis Mutual Fund,AXISLDF,,2020-12-12
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISLDF,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISLDF,,2020-12-12
Total,,,,26400.5329,0.9142,Axis Mutual Fund,AXISLDF,,2020-12-12
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,1344.408,154.7933,0.0054,Axis Mutual Fund,AXISLDF,,2020-12-12
Sub Total,,,,154.7933,0.0054,Axis Mutual Fund,AXISLDF,,2020-12-12
Total,,,,154.7933,0.0054,Axis Mutual Fund,AXISLDF,,2020-12-12
Clearing Corporation of India Ltd,,,,1936.2041,0.067,Axis Mutual Fund,AXISLDF,,2020-12-12
Sub Total,,,,1936.2041,0.067,Axis Mutual Fund,AXISLDF,,2020-12-12
Total,,,,1936.2041,0.067,Axis Mutual Fund,AXISLDF,,2020-12-12
Net Receivables / (Payables),,,,385.6997,0.0134,Axis Mutual Fund,AXISLDF,,2020-12-12
GRAND TOTAL,,,,28877.23,1.0,Axis Mutual Fund,AXISLDF,,2020-12-12
Interest Rate Swaps Pay Floating Receive Fix -ICISECPD (03/02/2026) (FV 25000 Lacs),,,,4.0,0.0,Axis Mutual Fund,AXISLFA,,2020-12-12
Interest Rate Swaps Pay Floating Receive Fix -IDFC BANK (03/02/2026) (FV 25000 Lacs),,,,3.825,0.0,Axis Mutual Fund,AXISLFA,,2020-12-12
Sub Total,,,,7.825,0.0,Axis Mutual Fund,AXISLFA,,2020-12-12
Total,,,,7.825,0.0,Axis Mutual Fund,AXISLFA,,2020-12-12
8.69% Tamilnadu State Development Loans (24/02/2026),IN3120150203,Sovereign,10000000.0,10058.57,0.0025,Axis Mutual Fund,AXISLFA,,2020-12-12
8.27% Karnataka State Development Loans(23/12/2025),IN1920150068,Sovereign,8500000.0,8506.545,0.0021,Axis Mutual Fund,AXISLFA,,2020-12-12
8.27% Haryana State Development Loans (23/12/2025),IN1620150111,Sovereign,8500000.0,8506.5365,0.0021,Axis Mutual Fund,AXISLFA,,2020-12-12
8.04% HDB Financial Services Limited (25/02/2026),INE756I07EL8,CRISIL AAA,750.0,7512.705,0.0019,Axis Mutual Fund,AXISLFA,,2020-12-12
8.76% Madhya Pradesh State Development Loans (24/02/2026),IN2120150106,Sovereign,6714000.0,6753.9684,0.0017,Axis Mutual Fund,AXISLFA,,2020-12-12
7.924% Kotak Mahindra Prime Limited (20/02/2026) ,INE916DA7RW2,CRISIL AAA,500.0,5007.755,0.0012,Axis Mutual Fund,AXISLFA,,2020-12-12
Bajaj Finance Limited (18/02/2026) (ZCB) ,INE296A07RY7,CRISIL AAA,250.0,3167.49,0.0008,Axis Mutual Fund,AXISLFA,,2020-12-12
8.27% Tamilnadu State Development Loans(23/12/2025),IN3120150161,Sovereign,2500000.0,2501.925,0.0006,Axis Mutual Fund,AXISLFA,,2020-12-12
8.26% Maharashtra State Development Loans(23/12/2025),IN2220150154,Sovereign,500000.0,500.3835,0.0001,Axis Mutual Fund,AXISLFA,,2020-12-12
Sub Total,,,,52515.8784,0.013,Axis Mutual Fund,AXISLFA,,2020-12-12
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISLFA,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISLFA,,2020-12-12
Total,,,,52515.8784,0.013,Axis Mutual Fund,AXISLFA,,2020-12-12
Punjab National Bank (16/12/2025) ,INE160A16SP2,IND A1+,20500.0,102452.85,0.0253,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of Baroda (18/12/2025) ,INE028A16JY2,IND A1+,20000.0,99924.4,0.0247,Axis Mutual Fund,AXISLFA,,2020-12-12
Indian Bank (25/02/2026) ,INE562A16PX9,CRISIL A1+,20000.0,98779.4,0.0244,Axis Mutual Fund,AXISLFA,,2020-12-12
Punjab National Bank (13/03/2026) ,INE160A16TU0,IND A1+,15000.0,73894.05,0.0182,Axis Mutual Fund,AXISLFA,,2020-12-12
Small Industries Dev Bank of India (27/02/2026),INE556F16BB6,CARE A1+,13500.0,66651.795,0.0165,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of Baroda (06/03/2026),INE028A16HW0,CRISIL A1+,13500.0,66583.9575,0.0164,Axis Mutual Fund,AXISLFA,,2020-12-12
Punjab National Bank (03/03/2026) ,INE160A16TR6,IND A1+,13000.0,64146.615,0.0158,Axis Mutual Fund,AXISLFA,,2020-12-12
Indian Bank (17/12/2025) ,INE562A16PM2,CRISIL A1+,11000.0,54966.89,0.0136,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of Baroda (05/01/2026) ,INE028A16JI5,IND A1+,10500.0,52302.2325,0.0129,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of India (24/02/2026) ,INE084A16FA3,CARE A1+,10000.0,49395.9,0.0122,Axis Mutual Fund,AXISLFA,,2020-12-12
Canara Bank (26/02/2026) ,INE476A16E95,CRISIL A1+,10000.0,49382.05,0.0122,Axis Mutual Fund,AXISLFA,,2020-12-12
RBL Bank Limited (25/02/2026) ,INE976G16OE1,CARE A1+,10000.0,49343.25,0.0122,Axis Mutual Fund,AXISLFA,,2020-12-12
Karur Vysya Bank Limited (13/03/2026) ,INE036D16JM4,ICRA A1+,10000.0,49251.9,0.0122,Axis Mutual Fund,AXISLFA,,2020-12-12
Union Bank of India (03/02/2026) ,INE692A16IP5,ICRA A1+,9500.0,47087.7475,0.0116,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of Baroda (02/01/2026) ,INE028A16JT2,IND A1+,8000.0,39868.92,0.0098,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of Baroda (05/03/2026) ,INE028A16KP8,CARE A1+,8000.0,39463.6,0.0097,Axis Mutual Fund,AXISLFA,,2020-12-12
Indian Bank (19/01/2026) ,INE562A16NW6,CRISIL A1+,6000.0,29814.57,0.0074,Axis Mutual Fund,AXISLFA,,2020-12-12
Union Bank of India (27/01/2026) ,INE692A16IM2,CRISIL A1+,6000.0,29774.34,0.0074,Axis Mutual Fund,AXISLFA,,2020-12-12
HDFC Bank Limited (12/02/2026) ,INE040A16HV7,CARE A1+,6000.0,29694.78,0.0073,Axis Mutual Fund,AXISLFA,,2020-12-12
Kotak Mahindra Bank Limited (15/01/2026) ,INE237A162Z2,CRISIL A1+,5300.0,26355.734,0.0065,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of Baroda (16/12/2025) ,INE028A16ID8,IND A1+,5000.0,24988.65,0.0062,Axis Mutual Fund,AXISLFA,,2020-12-12
Canara Bank (17/12/2025) ,INE476A16E04,CRISIL A1+,5000.0,24984.775,0.0062,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of Baroda (06/01/2026) ,INE028A16KA0,CRISIL A1+,5000.0,24901.75,0.0061,Axis Mutual Fund,AXISLFA,,2020-12-12
Small Industries Dev Bank of India (13/01/2026) ,INE556F16AY0,CRISIL A1+,5000.0,24871.0,0.0061,Axis Mutual Fund,AXISLFA,,2020-12-12
UCO Bank (12/03/2026) ,INE691A16MB9,CRISIL A1+,5000.0,24634.2,0.0061,Axis Mutual Fund,AXISLFA,,2020-12-12
Indian Bank (04/02/2026) ,INE562A16OA0,CRISIL A1+,4500.0,22300.38,0.0055,Axis Mutual Fund,AXISLFA,,2020-12-12
Indian Bank (08/01/2026) ,INE562A16NV8,CRISIL A1+,4000.0,19914.96,0.0049,Axis Mutual Fund,AXISLFA,,2020-12-12
IDBI Bank Limited (05/02/2026) ,INE008A16X73,CRISIL A1+,4000.0,19816.78,0.0049,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of Baroda (24/02/2026),INE028A16JJ3,IND A1+,4000.0,19759.14,0.0049,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of India (05/03/2026) ,INE084A16FC9,CARE A1+,4000.0,19729.42,0.0049,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of Baroda (13/01/2026) ,INE028A16HK5,IND A1+,3000.0,14923.575,0.0037,Axis Mutual Fund,AXISLFA,,2020-12-12
The Federal Bank Limited (13/01/2026) ,INE171A16MR8,CRISIL A1+,3000.0,14923.32,0.0037,Axis Mutual Fund,AXISLFA,,2020-12-12
National Bank For Agriculture and Rural Development (17/02/2026) ,INE261F16959,IND A1+,3000.0,14835.84,0.0037,Axis Mutual Fund,AXISLFA,,2020-12-12
Kotak Mahindra Bank Limited (18/02/2026) ,INE237A165Z5,CRISIL A1+,3000.0,14834.175,0.0037,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of India (10/03/2026) ,INE084A16EK5,CRISIL A1+,3000.0,14784.87,0.0036,Axis Mutual Fund,AXISLFA,,2020-12-12
HDFC Bank Limited (22/12/2025) ,INE040A16HQ7,CRISIL A1+,2500.0,12482.65,0.0031,Axis Mutual Fund,AXISLFA,,2020-12-12
Canara Bank (18/12/2025),INE476A16ZT9,CRISIL A1+,2000.0,9992.33,0.0025,Axis Mutual Fund,AXISLFA,,2020-12-12
Canara Bank (26/12/2025) ,INE476A16ZW3,CRISIL A1+,2000.0,9980.1,0.0025,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of Baroda (16/01/2026) ,INE028A16HL3,IND A1+,2000.0,9943.09,0.0025,Axis Mutual Fund,AXISLFA,,2020-12-12
Union Bank of India (05/03/2026) ,INE692A16IY7,ICRA A1+,2000.0,9865.25,0.0024,Axis Mutual Fund,AXISLFA,,2020-12-12
Punjab National Bank (08/01/2026) ,INE160A16QT8,CRISIL A1+,1500.0,7468.08,0.0018,Axis Mutual Fund,AXISLFA,,2020-12-12
National Bank For Agriculture and Rural Development (20/01/2026) ,INE261F16892,CRISIL A1+,1000.0,4968.09,0.0012,Axis Mutual Fund,AXISLFA,,2020-12-12
Canara Bank (03/02/2026) ,INE476A16A24,CRISIL A1+,1000.0,4956.575,0.0012,Axis Mutual Fund,AXISLFA,,2020-12-12
Bank of Baroda (06/02/2026) ,INE028A16JM7,IND A1+,1000.0,4954.13,0.0012,Axis Mutual Fund,AXISLFA,,2020-12-12
IDFC First Bank Limited (27/01/2026),INE092T16XY9,CRISIL A1+,500.0,2481.02,0.0006,Axis Mutual Fund,AXISLFA,,2020-12-12
Canara Bank (27/02/2026),INE476A16D96,CRISIL A1+,100.0,493.7395,0.0001,Axis Mutual Fund,AXISLFA,,2020-12-12
Sub Total,,,,1496922.871,0.3695,Axis Mutual Fund,AXISLFA,,2020-12-12
Small Industries Dev Bank of India (12/02/2026) ,INE556F14LQ8,CRISIL A1+,20000.0,98974.5,0.0244,Axis Mutual Fund,AXISLFA,,2020-12-12
Export Import Bank of India (13/02/2026) ,INE514E14SX1,CRISIL A1+,20000.0,98965.3,0.0244,Axis Mutual Fund,AXISLFA,,2020-12-12
Small Industries Dev Bank of India (24/02/2026) ,INE556F14LS4,CRISIL A1+,20000.0,98789.9,0.0244,Axis Mutual Fund,AXISLFA,,2020-12-12
Reliance Industries Limited (24/12/2025) ,INE002A14LN1,CRISIL A1+,16500.0,82359.75,0.0203,Axis Mutual Fund,AXISLFA,,2020-12-12
Export Import Bank of India (26/02/2026) ,INE514E14SZ6,CRISIL A1+,15000.0,74071.575,0.0183,Axis Mutual Fund,AXISLFA,,2020-12-12
Bajaj Financial Securities Limited (12/03/2026) ,INE01C314DR3,CRISIL A1+,14000.0,68887.21,0.017,Axis Mutual Fund,AXISLFA,,2020-12-12
Tata Steel Limited (16/12/2025) ,INE081A14GH7,ICRA A1+,11000.0,54974.26,0.0136,Axis Mutual Fund,AXISLFA,,2020-12-12
Reliance Retail Ventures Limited (11/02/2026) ,INE929O14EH3,CRISIL A1+,10000.0,49494.35,0.0122,Axis Mutual Fund,AXISLFA,,2020-12-12
Mahindra & Mahindra Financial Services Limited (13/02/2026) ,INE774D14TG6,CRISIL A1+,10000.0,49446.95,0.0122,Axis Mutual Fund,AXISLFA,,2020-12-12
Tata Steel Limited (06/03/2026) ,INE081A14GK1,ICRA A1+,10000.0,49307.65,0.0122,Axis Mutual Fund,AXISLFA,,2020-12-12
Kotak Securities Limited (03/03/2026) ,INE028E14TW2,ICRA A1+,10000.0,49285.05,0.0122,Axis Mutual Fund,AXISLFA,,2020-12-12
Export Import Bank of India (12/03/2026) ,INE514E14TA7,CRISIL A1+,10000.0,49272.55,0.0122,Axis Mutual Fund,AXISLFA,,2020-12-12
Tata Power Company Limited (11/03/2026) ,INE245A14KQ1,CRISIL A1+,10000.0,49265.35,0.0122,Axis Mutual Fund,AXISLFA,,2020-12-12
Small Industries Dev Bank of India (13/03/2026),INE556F14LW6,CRISIL A1+,10000.0,49261.5,0.0122,Axis Mutual Fund,AXISLFA,,2020-12-12
Aditya Birla Capital Limited (13/03/2026) ,INE674K14AZ3,ICRA A1+,10000.0,49207.7,0.0121,Axis Mutual Fund,AXISLFA,,2020-12-12
HDFC Securities Limited (12/03/2026) ,INE700G14RH6,CARE A1+,10000.0,49204.55,0.0121,Axis Mutual Fund,AXISLFA,,2020-12-12
ICICI Securities Limited (03/02/2026) ,INE763G14C38,CRISIL A1+,9000.0,44574.84,0.011,Axis Mutual Fund,AXISLFA,,2020-12-12
Birla Group Holdings Private Limited (24/02/2026) ,INE09OL14IE6,CRISIL A1+,9000.0,44388.36,0.011,Axis Mutual Fund,AXISLFA,,2020-12-12
Motilal Oswal Financial Services Limited (28/01/2026) ,INE338I14LE1,ICRA A1+,8000.0,39649.72,0.0098,Axis Mutual Fund,AXISLFA,,2020-12-12
Kotak Securities Limited (13/03/2026) ,INE028E14TK7,ICRA A1+,7000.0,34437.97,0.0085,Axis Mutual Fund,AXISLFA,,2020-12-12
HDFC Securities Limited (10/02/2026) ,INE700G14QX5,CARE A1+,6000.0,29678.37,0.0073,Axis Mutual Fund,AXISLFA,,2020-12-12
ICICI Securities Limited (13/02/2026) ,INE763G14C95,CRISIL A1+,6000.0,29662.68,0.0073,Axis Mutual Fund,AXISLFA,,2020-12-12
Hindalco Industries Limited (15/01/2026) ,INE038A14395,CRISIL A1+,5000.0,24859.075,0.0061,Axis Mutual Fund,AXISLFA,,2020-12-12
Bajaj Finance Limited (12/02/2026) ,INE296A14D47,CRISIL A1+,5000.0,24728.075,0.0061,Axis Mutual Fund,AXISLFA,,2020-12-12
HDFC Securities Limited (17/02/2026) ,INE700G14QY3,CARE A1+,5000.0,24701.65,0.0061,Axis Mutual Fund,AXISLFA,,2020-12-12
ICICI Securities Limited (10/03/2026) ,INE763G14A63,CRISIL A1+,5000.0,24611.65,0.0061,Axis Mutual Fund,AXISLFA,,2020-12-12
IIFL Finance Limited (05/03/2026) ,INE530B14EZ8,CRISIL A1+,5000.0,24534.525,0.0061,Axis Mutual Fund,AXISLFA,,2020-12-12
Birla Group Holdings Private Limited (18/12/2025) ,INE09OL14HX8,CRISIL A1+,4000.0,19983.58,0.0049,Axis Mutual Fund,AXISLFA,,2020-12-12
ICICI Home Finance Company Limited (26/12/2025) ,INE071G14HC4,ICRA A1+,4000.0,19958.6,0.0049,Axis Mutual Fund,AXISLFA,,2020-12-12
Birla Group Holdings Private Limited (11/03/2026) ,INE09OL14IF3,CRISIL A1+,4000.0,19675.54,0.0049,Axis Mutual Fund,AXISLFA,,2020-12-12
Kotak Securities Limited (18/12/2025) ,INE028E14SX2,CRISIL A1+,3500.0,17485.86,0.0043,Axis Mutual Fund,AXISLFA,,2020-12-12
Nuvama Wealth Finance Limited (09/03/2026) ,INE918K14CV9,CRISIL A1+,3500.0,17194.5375,0.0042,Axis Mutual Fund,AXISLFA,,2020-12-12
Dalmia Cement (Bharat) Limited (11/02/2026) ,INE755K14FQ8,CRISIL A1+,3000.0,14846.73,0.0037,Axis Mutual Fund,AXISLFA,,2020-12-12
Piramal Capital & Housing Finance Limited (06/02/2026) ,INE516Y14HT5,CRISIL A1+,3000.0,14837.46,0.0037,Axis Mutual Fund,AXISLFA,,2020-12-12
